PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,target
0.022970165025388477,-5.967713863385804,3.8970789623951463,-2.7473855009903665,-0.08504667145283251,-0.16106341803213306,1.6983623056362984,0.30093797692922053,-3.4555864591840164,-2.2208288976276727,-0.025789492471313437,-0.8594956016460877,-1.1851400729827166,0.004086246392583773,-0.861603538280746,-0.25588272249414856,0.7750517347446344,-0.08190573754602362,-0.2061084413030787,1.0200542588547403,1
-6.307603477581279,2.7769977196653524,-2.178499938482152,3.691180107294151,3.078572424453887,-2.6422993923715055,-0.32645307485497715,-1.3316406663531006,1.5500329535230357,0.04991838698348442,0.9752569452367439,-0.35126497009256596,0.0781459114666423,0.6147838419106729,-0.5279604076954206,1.3265176601490176,2.061110122496821,0.07238447298755943,-1.8917683520239366,0.3563253199128028,0
-8.326647081080246,1.1870972824671053,-0.2866500674865013,0.33370967240825505,2.536840698193331,-3.434837017312063,-0.4602763322204806,-2.905680322735772,-2.6605300734477897,-0.05753187303317061,0.4142012992839849,-1.5175139937811846,-0.395066964971545,-2.050341015804179,1.1116800625879075,-0.3810631821152741,2.040566350398295,-2.164801999877104,1.283977077055588,1.8493582752092124,0
-10.498265205790338,1.8821611308227706,1.4271114884902132,-2.8103091621788447,-1.7218570207711121,5.795352034883701,1.005832572029421,1.097153786424427,0.7492679210198078,-1.0513125113688426,2.529984981267812,-1.561638526977687,1.8057549563712076,1.0806870323144238,0.41763838269200176,4.242951290011003,-0.19564144532585823,-0.656571469160486,-0.6428411313967034,-0.15033821119734186,0
7.808846541749946,4.512285729391031,-1.6796127498863012,3.143184376017688,-1.9418871442690735,0.8329906668651534,-3.1787640745269403,-0.5403059664270743,-2.2834441904657488,1.6852723593916776,-0.902576286050977,-0.17361647078666925,0.7638094213364073,-0.7890984892412557,0.6715050418518183,0.24628896146672377,-0.5977934726292436,-1.0874242630395767,-2.200029630910299,0.20886644846549166,0
-9.71838724695889,3.053242931473788,0.3419349722245996,1.839730113455456,-3.3142345216148765,-2.220768633233381,-0.6124596329457993,-2.1956884957468157,-2.1753286520040414,0.2802875734073658,2.8442539625754284,0.12211678064320897,-0.10341667434031883,1.2665476738413426,0.47217405237791205,1.9067453217765449,2.9080023788829354,-0.2512018408538206,2.483321822566451,-0.777703044691498,0
-11.48473045417164,3.3617369270812465,-1.2340159937235877,1.6258552736693233,0.6127083522315907,3.560859888833886,0.9936863841396556,-0.15696298116207463,-3.8325262645225706,-2.7470978757329694,4.1320384577923015,0.3497937553447278,1.1544213577979285,-0.7410174871798987,-0.4919871380908051,2.9331815062262048,1.5494471267174175,-2.880232480704492,2.7579439320702943,1.5200700305970267,0
1.4423829806945458,-9.773088700781134,-0.3444359135912993,0.7862584117331026,0.3679066726132221,2.7879379278524867,-4.726681448276599,-0.2211170488279516,2.741991065611238,-2.319937704925166,2.6863990680334626,-0.11576682573915442,-2.190380905308371,-0.6111927365099663,2.270765636961695,-1.9131855400473867,-0.943446985120524,-1.9688916031558523,-0.4347349063673241,-2.0721750688762763,0
8.291764734233785,1.7562616803465823,3.9640079838098385,2.2665384005121014,-1.9360720850818272,1.0385482277867228,2.1130046600127175,-1.000522887184791,3.5983762464730464,0.6007217964684322,1.4578501645345683,-0.019296073552845096,-1.4354711741904704,0.38533140596394616,0.28138456722809974,-1.3661632984146044,-1.027273208459373,0.5514932655395126,1.6332778470222107,3.1689146900940357,0
-1.1297548097306498,-9.43978144329727,5.578941279083237,0.8036292333639774,-0.15732994729577238,-2.200485021289928,2.2445659955335735,-1.2700200975599927,0.810311551087279,-0.8941369644645529,-0.9670055706577261,-0.7138480618987684,2.702666601339592,-3.121151998344531,0.5978957653726881,0.1943832789152509,-1.4689656684035743,-1.1953845310034281,-0.08659643895573169,0.004871597672024434,0
6.585149716849374,2.7740248009308406,3.4811864602657243,0.8314617091842255,-1.4995123927098988,0.2184795326108547,-1.6348233578293234,2.9116603007965276,-0.5831013354712884,0.4353322730210497,0.3082472574398872,-0.08619551720210253,2.051079164913996,0.1497438338187949,-1.8428528804921713,1.2780950473971902,0.12139607025840082,-0.8233979068133307,-0.14154164316285955,-0.09872450106055213,0
-8.890663949691811,-0.325334065400874,3.030275089957776,-3.759482742569653,-2.0422978192194425,0.8838918081963714,-3.484968805503493,-1.461059826309973,2.2058615157340267,1.2905111763308348,4.238533560503139,-0.30779558626062414,1.9121769208717556,-0.48520225668840067,3.3680692825200147,-2.557196448718921,-2.095464300069941,-1.3933020849671063,-1.8642153866061155,-1.0465161098729645,0
-6.46372029955266,3.2761064433663583,-2.4438618793641567,2.538488240959073,3.0980718979621606,-1.2743439457430814,-0.07625752940987222,-0.6721278959232169,2.37525071969409,1.4372974631932023,1.4973286087178996,-1.6501464459341346,-0.4566872312977891,1.4293065937085636,-1.7688196015027349,-0.7766182979899855,0.37393614777474893,0.8582900461619468,0.5880122137891677,2.4212671914937833,0
-6.846068315687301,4.2548951386250655,-2.0033880111892377,1.9187859042259188,4.789875055593447,-0.4892421249500022,-0.10544511120873108,-1.1573174860957305,3.1466691444556414,0.4914548150814007,0.5876426880087888,0.5723331074361218,-1.178842503137068,0.45784672502690366,-2.351504878318136,0.1476638190610551,-2.814612064678805,1.7911909585913308,-0.3878460405970402,0.7610623926977983,0
-8.070040529461966,5.225099999246922,-3.67046675175929,-2.6140779521520954,-0.25685280035747926,-2.103972673352695,-2.2564905294773028,1.2583325982866291,-1.6814061448189386,1.275542924623041,0.8660397902360694,-2.192205644048255,-0.26287650151031366,-1.1690972588088842,-0.8175065295914057,-1.1877035021813638,-1.0465567057454555,-0.6425659982084235,0.7876349719866576,0.8776913860974549,0
1.0004678350353284,-9.22169972598261,0.0015977825785486012,-2.634313845119122,2.334593944647472,-0.8768371203258679,2.2364515692399465,-0.2557662841187924,-1.3606099613999314,2.6851229201954823,0.6855974641224544,-0.33101186151712425,3.2373545603525464,0.24043498692870371,-1.5012872834502842,-0.8663727086724528,-0.2685729259584867,1.6877135629728823,-1.3589341498007959,0.040607567272344956,0
-6.230874855989527,2.1902597731668516,-2.252472578952723,2.940747128424431,5.029257291952954,-2.185539319476238,-0.6838172752918944,0.1590543444410165,1.2435943410819223,-1.6158080790766003,-1.963536837842092,2.682535265529952,0.4882393766930429,-0.08650391135628702,-1.2541632059435412,-0.8545065999626601,0.033513431972987694,0.4728375573134846,-1.498399374732744,-1.4089258977125136,0
10.228230443977028,3.722389038951298,-2.045583260303882,-1.0820457171692355,0.8187097263915106,-0.9410376162578387,0.10168649284168309,-0.45952384450228645,-1.676560190244721,0.6425065392719034,-1.6608105019135553,-0.0928691784890098,-0.4524663418924923,-4.383185451449495,2.574187889793202,1.8780233882073065,-2.7371406068363493,0.03975275827788313,-0.7410176394414129,-2.541938237310207,0
